job_type,job_location,analyst_type,company_type,is_manager,is_python,is_data_analyst,is_ml,is_sql,is_full_time,education,viz_tool,year_of_surv,exp,salary
שכירה,אזור תל אביב,All kind of data analysis,הייטק,כן,,כן,לא,כן,מלאה,כלכלה,Power BI,2021,10,29000
לא מועסק כרגע,עבודה מהבית,Product,אחר,לא,,כן,לא,כן,,מדעי ההתנהגות או חברה,Power BI,2021,0,
שכירה,מרכז,Product,הייטק (גלובלי),לא,,כן,לא,כן,מלאה,כלכלה,Tableau,2021,4,21500
שכירה,עבודה מהבית,All kind of data analysis,תעשייה ישראלית,לא,,כן,לא,כן,מלאה,הנדסת תעשיה וניהול,Excel,2021,15,19000
שכירה,מרכז,All kind of data analysis,צהל,לא,,כן,לא,כן,מלאה,הנדסת תעשיה וניהול,Power BI,2021,2,11500
שכירה,עבודה מהבית,All kind of data analysis,הייטק,לא,,כן,לא,לא,מלאה,מדעי המחשב,Power BI,2021,1,9000
שכירה,מרכז,Marketing,תעשייה ישראלית,לא,,כן,לא,כן,מלאה,כלכלה,Tableau,2021,12,19000
שכירה,אזור תל אביב,Product,הייטק (גלובלי),כן,,כן,לעיתים נדירות,כן,מלאה,כלכלה,Tableau,2021,10,26500
,,,אחר,,,לא,,,,,,2021,,
שכירה,אזור ירושלים,All kind of data analysis,צהל,כן,,כן,לעיתים נדירות,כן,מלאה,אין תואר,Excel,2021,2,4000
שכירה,מרכז,BI,הייטק,לא,,כן,לא,כן,מלאה,כלכלה,Power BI,2021,3,16500
שכירה,מרכז,All kind of data analysis,תעשייה ישראלית,לא,,כן,לא,לעיתים נדירות,מלאה,כלכלה,Tableau,2021,2,11500
שכירה,מרכז,Product,הייטק,לא,,כן,לא,כן,מלאה,אין תואר,Power BI,2021,4,19000
שכירה,מרכז,All kind of data analysis,הייטק,כן,,כן,כן,כן,מלאה,הנדסת תעשיה וניהול,Excel,2021,3,16500
שכירה,מרכז,All kind of data analysis,הייטק,כן,,כן,כן,כן,מלאה,הנדסת תעשיה וניהול,Tableau,2021,8,34000
שכירה,אזור תל אביב,Product,תעשייה ישראלית,לא,,כן,לא,כן,מלאה,אין תואר,Tableau,2021,1,14000
שכירה,אזור תל אביב,Product,הייטק,לא,,כן,לא,כן,מלאה,הנדסת תעשיה וניהול,Tableau,2021,1.3,11500
שכירה,אזור באר שבע,BI,צהל,לא,,כן,לא,כן,חצי משרה,אין תואר,Other,2021,3,14000
שכירה,מרכז,BI,הייטק,לא,,כן,לא,כן,מלאה,כלכלה,Power BI,2021,5,0
שכירה,אזור תל אביב,All kind of data analysis,הייטק,כן,,כן,לא,כן,מלאה,כלכלה,Tableau,2021,4,26500
שכירה,אזור תל אביב,All kind of data analysis,צהל,כן,,כן,לא,כן,מלאה,מדעים מדויקים,Excel,2021,5,19000
שכירה,אזור תל אביב,All kind of data analysis,הייטק,לא,,כן,לעיתים נדירות,כן,מלאה,אין תואר,Tableau,2021,8,24000
שכירה,מרכז,All kind of data analysis,תעשייה ישראלית,לא,,כן,לא,כן,מלאה,כלכלה,Power BI,2021,4,14000
שכירה,אזור תל אביב,All kind of data analysis,הייטק,כן,,כן,לעיתים נדירות,כן,מלאה,מדעי המחשב,Tableau,2021,5,29000
שכירה,אזור תל אביב,Product,תעשייה ישראלית,כן,,כן,לא,כן,מלאה,הנדסת תעשיה וניהול,Excel,2021,5,24000
שכירה,אזור תל אביב,All kind of data analysis,תעשייה ישראלית,לא,,כן,לא,כן,מלאה,כלכלה,Tableau,2021,4,16500
שכירה,אזור תל אביב,All kind of data analysis,הייטק,לא,,כן,לעיתים נדירות,כן,מלאה,הנדסת תעשיה וניהול,Looker,2021,6,26500
שכירה,אזור תל אביב,BI,תעשייה ישראלית,לא,,כן,לא,כן,מלאה,מנהל עסקים,Qlik,2021,3,21500
שכירה,אזור תל אביב,All kind of data analysis,הייטק (גלובלי),כן,,כן,לעיתים נדירות,כן,מלאה,מדעי ההתנהגות או חברה,Tableau,2021,5,31500
שכירה,מרכז,Product,הייטק,כן,,כן,כן,כן,מלאה,הנדסת תעשיה וניהול,Tableau,2021,20,42000
שכירה,מרכז,Financial Analyst,תעשייה ישראלית,כן,,כן,כן,כן,מלאה,סטטיסטיקה,Google Data studio,2021,14,14000
שכירה,מרכז,Product,הייטק,לא,,כן,לא,כן,מלאה,הנדסת תעשיה וניהול,Looker,2021,8,24000
שכירה,אזור תל אביב,All kind of data analysis,הייטק,כן,,כן,כן,כן,מלאה,הנדסת תעשיה וניהול,Other,2021,8,36500
שכירה,אזור תל אביב,Product,הייטק,לא,,כן,לעיתים נדירות,כן,מלאה,מדעי המחשב,Tableau,2021,6,21500
שכירה,אזור תל אביב,Marketing,תעשייה ישראלית,לא,,כן,לא,כן,מלאה,מדעי ההתנהגות או חברה,Power BI,2021,2,16500
שכירה,מרכז,Financial Analyst,תעשייה ישראלית,לא,,כן,לא,לא,מלאה,אין תואר,Tableau,2021,1,11500
שכירה,מרכז,Product,הייטק,לא,,כן,כן,כן,מלאה,מערכות מידע,Tableau,2021,3,26500
שכירה,מרכז,BI,תעשייה ישראלית,לא,,כן,לא,כן,מלאה,הנדסת תעשיה וניהול,Power BI,2021,8,21500
שכירה,דרום,BI,תעשייה ישראלית,לא,,כן,לא,כן,מלאה,הנדסת תעשיה וניהול,Power BI,2021,1,9000
שכירה,מרכז,Marketing,תעשייה ישראלית,לא,,כן,לא,כן,מלאה,מנהל עסקים,Excel,2021,3,14000
שכירה,אזור תל אביב,All kind of data analysis,הייטק,לא,,כן,כן,לא,מלאה,מנהל עסקים,Tableau,2021,1,11500
שכירה,אזור חיפה,Product,הייטק (גלובלי),כן,,כן,לעיתים נדירות,כן,מלאה,הנדסת תעשיה וניהול,Power BI,2021,15,42000
לא מועסק כרגע,עבודה מהבית,All kind of data analysis,הייטק,לא,,כן,כן,כן,,מדעים מדויקים,Python/R,2021,6,
שכירה,אזור תל אביב,BI,הייטק,לא,,כן,לא,כן,מלאה,כלכלה,Tableau,2021,6,26500
שכירה,אזור תל אביב,BI,הייטק (גלובלי),לא,,כן,לא,כן,מלאה,מדעי ההתנהגות או חברה,Tableau,2021,2,14000
שכירה,אזור תל אביב,Fraud Analyst,הייטק (גלובלי),לא,,כן,לא,כן,מלאה,הנדסת תעשיה וניהול,Tableau,2021,1,16500
שכירה,אזור תל אביב,BI,תעשייה ישראלית,לא,,כן,לא,כן,מלאה,הנדסת תעשיה וניהול,Looker,2021,2,16500
שכירה,אזור תל אביב,All kind of data analysis,הייטק (גלובלי),לא,,כן,לא,כן,מלאה,הנדסת תעשיה וניהול,Looker,2021,10,0
שכירה,מרכז,other,הייטק (גלובלי),לא,,כן,לעיתים נדירות,לעיתים נדירות,מלאה,הנדסת תעשיה וניהול,Tableau,2021,4,19000
שכירה,אזור תל אביב,All kind of data analysis,הייטק,לא,,כן,לא,כן,מלאה,מדעי ההתנהגות או חברה,Tableau,2021,1,16500
לא מועסק כרגע,מרכז,Business analyst,תעשייה ישראלית,לא,,כן,לא,לא,,כלכלה,Tableau,2021,6,
שכירה,אזור תל אביב,Financial Analyst,ממשלתיח,כן,,כן,לא,כן,מלאה,כלכלה,Excel,2021,18,24000
שכירה,אזור תל אביב,Product,הייטק,לא,,כן,לא,כן,מלאה,כלכלה,Redash,2021,2,21500
לא מועסק כרגע,מרכז,Financial Analyst,אחר,לא,,כן,לא,כן,,כלכלה,Excel,2021,4,
שכירה,מרכז,Product,הייטק,כן,,כן,לא,כן,מלאה,כלכלה,Excel,2021,4,21500
שכירה,אזור תל אביב,All kind of data analysis,הייטק,כן,,כן,לא,כן,מלאה,הנדסת תעשיה וניהול,Redash,2021,7,29000
שכירה,מרכז,Data sceintist,הייטק,כן,,כן,כן,כן,מלאה,סטטיסטיקה,Tableau,2021,5,42000
שכירה,אזור תל אביב,All kind of data analysis,הייטק,לא,,כן,לעיתים נדירות,כן,מלאה,הנדסת תעשיה וניהול,Tableau,2021,3,21500
שכירה,אזור תל אביב,All kind of data analysis,הייטק,לא,,כן,לא,כן,מלאה,מדעי הטבע,Power BI,2021,5,26500
שכירה,אזור תל אביב,Marketing,הייטק,לא,,כן,לא,כן,מלאה,מערכות מידע,Tableau,2021,2,11500
שכירה,מרכז,BI,תעשייה ישראלית,לא,,כן,לא,לעיתים נדירות,מלאה,הנדסת תעשיה וניהול,Other,2021,2,11500
שכירה,אזור תל אביב,Fraud Analyst,הייטק (גלובלי),לא,,כן,לא,כן,מלאה,מדעי ההתנהגות או חברה,Excel,2021,1,19000
שכירה,אזור תל אביב,All kind of data analysis,הייטק,לא,,כן,כן,כן,מלאה,מדעי הטבע,Redash,2021,1.5,9000
שכירה,מרכז,All kind of data analysis,הייטק,לא,,כן,לעיתים נדירות,כן,מלאה,כלכלה,Excel,2021,0.5,11500
שכירה,מרכז,Financial Analyst,תעשייה ישראלית,לא,,כן,לא,לא,מלאה,כלכלה,Power BI,2021,4,11500
שכירה,מרכז,Financial Analyst,תעשייה ישראלית,לא,,כן,כן,לעיתים נדירות,מלאה,חשבונאות,Excel,2021,7,16500
שכירה,אזור תל אביב,All kind of data analysis,תעשייה ישראלית,לא,,כן,לא,כן,מלאה,מדעי הטבע,Tableau,2021,2.5,14000
שכירה,מרכז,Product,הייטק,לא,,כן,לעיתים נדירות,לא,חצי משרה,הנדסת תעשיה וניהול,Excel,2021,0,9000
שכירה,אזור תל אביב,All kind of data analysis,תעשייה ישראלית,לא,,כן,כן,כן,מלאה,הנדסת תעשיה וניהול,Excel,2021,6,19000
שכירה,אזור תל אביב,Financial Analyst,הייטק (גלובלי),לא,,כן,כן,כן,חצי משרה,מדעי המחשב,Tableau,2021,0.5,14000
שכירה,מרכז,All kind of data analysis,הייטק (גלובלי),לא,,כן,כן,כן,מלאה,כלכלה,No Tool,2021,5,21500
שכירה,מרכז,All kind of data analysis,הייטק,לא,,כן,לעיתים נדירות,כן,מלאה,מערכות מידע,Tableau,2021,6,21500
שכירה,אזור תל אביב,Financial Analyst,אחר,כן,,כן,כן,לא,מלאה,כלכלה,Excel,2021,4,29000
לא מועסק כרגע,אזור תל אביב,Marketing,הייטק,לא,,כן,לא,כן,,הנדסת תעשיה וניהול,Tableau,2021,3,
שכירה,מרכז,All kind of data analysis,הייטק,לא,,כן,לעיתים נדירות,כן,מלאה,מדעי הטבע,Qlik,2021,2,21500
שכירה,אזור תל אביב,All kind of data analysis,תעשייה ישראלית,לא,,כן,לא,לא,מלאה,כלכלה,Excel,2021,2,11500
עצמאית,מרכז,BI,הייטק,לא,,כן,לא,כן,,מדעי המחשב,Qlik,2021,1,
שכירה,אזור תל אביב,BI,אחר,לא,,כן,לא,כן,מלאה,הנדסת תעשיה וניהול,Tableau,2021,0,11500
שכירה,אזור תל אביב,Product,הייטק,לא,,כן,לעיתים נדירות,כן,מלאה,אין תואר,Tableau,2021,4,24000
שכירה,אזור תל אביב,All kind of data analysis,הייטק,לא,,כן,לא,כן,מלאה,מערכות מידע,Tableau,2021,2,16500
שכירה,אזור תל אביב,All kind of data analysis,הייטק,לא,,כן,לא,כן,מלאה,מדעי הטבע,Looker,2021,2,19000
שכירה,מרכז,All kind of data analysis,הייטק (גלובלי),לא,,כן,לא,כן,מלאה,הנדסת תעשיה וניהול,No Tool,2021,2,21500
שכירה,אזור תל אביב,All kind of data analysis,צהל,לא,,כן,לעיתים נדירות,כן,מלאה,מדעי המחשב,Tableau,2021,1,4000
שכירה,מרכז,Marketing,תעשייה ישראלית,לא,,כן,לא,כן,מלאה,הנדסת תעשיה וניהול,Qlik,2021,1,14000
שכירה,אזור תל אביב,All kind of data analysis,הייטק,לא,,כן,לעיתים נדירות,כן,מלאה,הנדסת תעשיה וניהול,Tableau,2021,5,31500
שכירה,מרכז,Business analyst,צהל,לא,,כן,כן,כן,מלאה,סטטיסטיקה,Power BI,2021,3,21500
שכירה,מרכז,BI,הייטק,לא,,כן,לעיתים נדירות,כן,מלאה,הנדסת תעשיה וניהול,Tableau,2021,3,24000
לא מועסק כרגע,מרכז,Financial Analyst,אחר,כן,,כן,לא,כן,,מנהל עסקים,Power BI,2021,1,
שכירה,אזור תל אביב,Data sceintist,הייטק (גלובלי),לא,,כן,כן,כן,מלאה,מדעי המחשב,Tableau,2021,3,26500
שכירה,אזור תל אביב,BI,תעשייה ישראלית,לא,,כן,לא,כן,מלאה,אין תואר,Other,2021,3,16500
שכירה,אזור חיפה,All kind of data analysis,הייטק,לא,,כן,לא,לעיתים נדירות,מלאה,הנדסת תעשיה וניהול,Excel,2021,5,19000
שכירה,מרכז,Product,הייטק,כן,,כן,לעיתים נדירות,כן,מלאה,סטטיסטיקה,Looker,2021,20,26500
שכירה,צפון,Product,הייטק (גלובלי),כן,,כן,לא,לא,מלאה,מדעי ההתנהגות או חברה,Power BI,2021,4,21500
שכירה,עבודה מהבית,Product,הייטק (גלובלי),לא,,כן,לא,כן,מלאה,כלכלה,Excel,2021,6,31500
שכירה,אזור תל אביב,All kind of data analysis,הייטק,כן,,כן,לעיתים נדירות,כן,מלאה,כלכלה,Looker,2021,5,29000
שכירה,אזור תל אביב,Product,הייטק (גלובלי),כן,,כן,לא,כן,מלאה,הנדסת תעשיה וניהול,Tableau,2021,7,26500
שכירה,אזור תל אביב,Product,הייטק (גלובלי),לא,,כן,כן,כן,מלאה,מערכות מידע,Looker,2021,3,24000
שכירה,מרכז,Financial Analyst,הייטק,לא,,כן,לעיתים נדירות,לא,מלאה,חשבונאות,Power BI,2021,1,19000
שכירה,צפון,Financial Analyst,תעשייה ישראלית,לא,,כן,לעיתים נדירות,כן,מלאה,כלכלה,Power BI,2021,4,14000
,,,אחר,,,לא,,,,,,2021,,
שכירה,מרכז,Fraud Analyst,הייטק,לא,,כן,לא,כן,מלאה,כלכלה,Tableau,2021,3,24000
שכירה,אזור תל אביב,Product,תעשייה ישראלית,לא,,כן,לעיתים נדירות,כן,מלאה,מדעי הטבע,Tableau,2021,3,14000
שכירה,מרכז,Product,תעשייה ישראלית,לא,,כן,לעיתים נדירות,כן,מלאה,הנדסת תעשיה וניהול,Tableau,2021,1,11500
שכירה,אזור תל אביב,Marketing,הייטק (גלובלי),כן,,כן,כן,כן,מלאה,כלכלה,Google Data studio,2021,4,24000
שכירה,עבודה מהבית,All kind of data analysis,תעשייה ישראלית,לא,,כן,לא,לא,מלאה,מדעי ההתנהגות או חברה,Power BI,2021,4,11500
שכירה,אזור תל אביב,Financial Analyst,תעשייה ישראלית,כן,,כן,כן,כן,מלאה,כלכלה,Tableau,2021,6,26500
שכירה,אזור תל אביב,All kind of data analysis,תעשייה ישראלית,כן,,כן,לא,לא,מלאה,הנדסת תעשיה וניהול,Power BI,2021,3,16500
שכירה,אזור תל אביב,All kind of data analysis,תעשייה ישראלית,לא,,כן,לא,כן,מלאה,כלכלה,Qlik,2021,5,16500
שכירה,מרכז,Product,הייטק (גלובלי),לא,,כן,לא,כן,מלאה,מדעי ההתנהגות או חברה,Tableau,2021,3,19000
שכירה,מרכז,Data sceintist,הייטק,לא,,כן,כן,כן,מלאה,כלכלה,Excel,2021,3,16500
שכירה,אזור תל אביב,Data sceintist,הייטק,לא,,כן,כן,לא,מלאה,מדעי המחשב,No Tool,2021,0,16500
לא מועסק כרגע,צפון,All kind of data analysis,צהל,לא,,כן,לא,כן,,אין תואר,Excel,2021,1,
שכירה,אזור תל אביב,Financial Analyst,תעשייה ישראלית,לא,,כן,כן,לא,מלאה,חשבונאות,Excel,2021,5,14000
שכירה,מרכז,All kind of data analysis,הייטק (גלובלי),לא,,כן,לא,כן,מלאה,כלכלה,Power BI,2021,3,16500
שכירה,מרכז,Product,הייטק (גלובלי),כן,,כן,לא,כן,מלאה,הנדסת תעשיה וניהול,Tableau,2021,8,31500
שכירה,מרכז,Financial Analyst,תעשייה ישראלית,לא,,כן,כן,כן,מלאה,כלכלה,Tableau,2021,11,16500
שכירה,אזור תל אביב,Marketing,הייטק (גלובלי),לא,,כן,לא,כן,מלאה,מדעי ההתנהגות או חברה,Tableau,2021,2,19000
שכירה,אזור תל אביב,Product,הייטק (גלובלי),לא,,כן,כן,כן,מלאה,מדעי ההתנהגות או חברה,Tableau,2021,2,21500
שכירה,מרכז,Financial Analyst,הייטק (גלובלי),לא,,כן,לא,לא,מלאה,הנדסת תעשיה וניהול,No Tool,2021,0,9000
שכירה,מרכז,BI,תעשייה ישראלית,לא,,כן,לא,כן,מלאה,הנדסת תעשיה וניהול,Power BI,2021,0,9000
שכירה,מרכז,Financial Analyst,תעשייה ישראלית,לא,,כן,לא,לא,מלאה,כלכלה,Excel,2021,2,9000
שכירה,אזור תל אביב,Product,הייטק,כן,,כן,לא,כן,מלאה,הנדסת תעשיה וניהול,Other,2021,7,0
לא מועסק כרגע,אזור תל אביב,Financial Analyst,אחר,לא,,כן,כן,לעיתים נדירות,,כלכלה,Tableau,2021,7,
שכירה,מרכז,All kind of data analysis,הייטק (גלובלי),לא,,כן,כן,כן,מלאה,הנדסת תעשיה וניהול,Power BI,2021,1,14000
שכירה,אזור ירושלים,Product,הייטק,כן,,כן,לא,כן,מלאה,אחר,Tableau,2021,4,19000
שכירה,מרכז,All kind of data analysis,הייטק (גלובלי),לא,,כן,כן,כן,מלאה,כלכלה,Tableau,2021,5,16500
שכירה,מרכז,BI,תעשייה ישראלית,לא,,כן,לא,לא,מלאה,הנדסת תעשיה וניהול,Power BI,2021,4,11500
שכירה,אזור תל אביב,All kind of data analysis,הייטק,לא,,כן,כן,כן,מלאה,מדעי ההתנהגות או חברה,No Tool,2021,0.5,16500
שכירה,מרכז,BI,הייטק (גלובלי),לא,,כן,לעיתים נדירות,כן,מלאה,הנדסת תעשיה וניהול,Tableau,2021,6,21500
שכירה,מרכז,Product,הייטק,לא,,כן,לא,כן,מלאה,כלכלה / פיננסים / חשבונאות,Excel,2021,2.5,19000
שכירה,אזור ירושלים,other,תעשייה ישראלית,לא,,כן,לא,לא,חצי משרה,סטטיסטיקה,No Tool,2021,2,4000
שכירה,אזור תל אביב,BI,הייטק,לא,,כן,לא,כן,מלאה,חשבונאות,Tableau,2021,6,19000
שכירה,אזור תל אביב,All kind of data analysis,צהל,לא,,כן,לא,לעיתים נדירות,מלאה,אין תואר,Tableau,2021,1,4000
שכירה,צפון,Product,תעשייה ישראלית,לא,,כן,לא,כן,מלאה,הנדסת תעשיה וניהול,Excel,2021,1,19000
שכירה,אזור תל אביב,All kind of data analysis,הייטק,לא,,כן,לא,כן,מלאה,מנהל עסקים,Excel,2021,2,14000
שכירה,עבודה מהבית,BI,תעשייה ישראלית,לא,,כן,לא,כן,מלאה,הנדסת תעשיה וניהול,Power BI,2021,1,11500
שכירה,מרכז,other,הייטק (גלובלי),לא,,כן,לא,כן,מלאה,מנהל עסקים,Power BI,2021,2,16500
שכירה,אזור תל אביב,BI,תעשייה ישראלית,לא,,כן,לא,כן,מלאה,מערכות מידע,Excel,2021,1,9000
שכירה,אזור תל אביב,Business analyst,הייטק,לא,,כן,לעיתים נדירות,כן,מלאה,כלכלה,Qlik,2021,2,16500
שכירה,מרכז,Financial Analyst,תעשייה ישראלית,לא,,כן,לעיתים נדירות,לעיתים נדירות,מלאה,כלכלה,Power BI,2021,4,11500
שכירה,אזור תל אביב,Web Analyst,הייטק,לא,,כן,לא,לא,מלאה,כלכלה,Power BI,2021,3,11500
שכירה,אזור ירושלים,All kind of data analysis,הייטק (גלובלי),כן,,כן,לא,כן,מלאה,הנדסת תעשיה וניהול,Power BI,2021,8,26500
שכירה,מרכז,Product,תעשייה ישראלית,לא,,כן,לא,כן,מלאה,מדעי ההתנהגות או חברה,Power BI,2021,12,19000
שכירה,אזור תל אביב,Marketing,תעשייה ישראלית,לא,,כן,לעיתים נדירות,כן,מלאה,אין תואר,Excel,2021,1,16500
לא מועסק כרגע,עבודה מהבית,Product,הייטק (גלובלי),לא,,כן,לא,כן,,כלכלה,Excel,2021,10,
שכירה,מרכז,BI,הייטק,כן,,כן,כן,כן,מלאה,מנהל עסקים,Other,2021,11,31500
שכירה,מרכז,All kind of data analysis,הייטק,לא,,כן,לא,כן,מלאה,מנהל עסקים,No Tool,2021,10,16500
שכירה,מרכז,Marketing,הייטק,לא,,כן,לא,כן,מלאה,מנהל עסקים,Excel,2021,6,24000
שכירה,אזור תל אביב,All kind of data analysis,תעשייה ישראלית,כן,,כן,לא,כן,מלאה,הנדסת תעשיה וניהול,Excel,2021,9,21500
לא מועסק כרגע,עבודה מהבית,All kind of data analysis,אחר,לא,,כן,לא,לעיתים נדירות,,מדעי ההתנהגות או חברה,Python/R,2021,1.5,
לא מועסק כרגע,מרכז,Business analyst,הייטק,לא,,כן,לא,כן,,כלכלה,Tableau,2021,3.5,
שכירה,מרכז,Product,הייטק,לא,,כן,כן,לא,מלאה,הנדסת תעשיה וניהול,Excel,2021,1,9000
שכירה,מרכז,All kind of data analysis,תעשייה ישראלית,לא,,כן,לא,כן,מלאה,הנדסת תעשיה וניהול,Tableau,2021,1,11500
שכירה,עבודה מהבית,Product,הייטק,לא,,כן,כן,כן,מלאה,כלכלה,Tableau,2021,2,21500
לא מועסק כרגע,עבודה מהבית,BI,אחר,לא,,כן,לא,כן,,מדעי הטבע,Power BI,2021,0,
שכירה,אזור חיפה,Data sceintist,הייטק (גלובלי),לא,,כן,כן,כן,מלאה,הנדסת תעשיה וניהול,Python/R,2021,5,29000
שכירה,אזור תל אביב,other,הייטק (גלובלי),לא,,כן,לא,כן,מלאה,הנדסת תעשיה וניהול,Tableau,2021,1,16500
שכירה,אזור תל אביב,BI,הייטק (גלובלי),לא,,כן,לא,כן,מלאה,חשבונאות,Tableau,2021,2,16500
שכירה,מרכז,All kind of data analysis,הייטק (גלובלי),כן,,כן,לעיתים נדירות,כן,מלאה,מנהל עסקים,Power BI,2021,15,29000
שכירה,מרכז,Marketing,הייטק (גלובלי),לא,,כן,לעיתים נדירות,כן,מלאה,מדעי ההתנהגות או חברה,Excel,2021,3,19000
שכירה,אזור תל אביב,other,תעשייה ישראלית,לא,,כן,לא,לא,מלאה,מדעי ההתנהגות או חברה,Power BI,2021,6,11500
שכירה,אזור ירושלים,other,תעשייה ישראלית,לא,,כן,לא,לא,מלאה,מדעי ההתנהגות או חברה,Python/R,2021,2,9000
שכירה,אזור תל אביב,All kind of data analysis,הייטק,כן,,כן,לעיתים נדירות,כן,מלאה,מנהל עסקים,Tableau,2021,8,34000
שכירה,אזור חיפה,All kind of data analysis,תעשייה ישראלית,לא,,כן,לעיתים נדירות,לא,מלאה,מדעי ההתנהגות או חברה,Excel,2021,4,9000
שכירה,אזור תל אביב,Product,הייטק (גלובלי),לא,,כן,כן,כן,מלאה,כלכלה,Tableau,2021,6,24000
שכירה,מרכז,Marketing,הייטק (גלובלי),לא,,כן,לא,לעיתים נדירות,מלאה,סטטיסטיקה,Power BI,2021,6,19000
שכירה,אזור תל אביב,Product,הייטק (גלובלי),כן,,כן,לא,כן,מלאה,כלכלה,Tableau,2021,5,29000
,,,אחר,,,לא,,,,,,2021,,
שכירה,אזור תל אביב,Product,הייטק (גלובלי),לא,,כן,כן,כן,פחות מחצי משרה,הנדסת תעשיה וניהול,Redash,2021,1,14000
שכירה,אזור תל אביב,All kind of data analysis,הייטק,לא,,כן,כן,לא,מלאה,כלכלה,Power BI,2021,1,9000
שכירה,מרכז,Business analyst,הייטק,לא,,כן,לא,כן,מלאה,כלכלה,Excel,2021,2,21500
שכירה,אזור ירושלים,All kind of data analysis,תעשייה ישראלית,לא,,כן,לא,כן,מלאה,הנדסת תעשיה וניהול,Power BI,2021,2,7000
שכירה,אזור תל אביב,All kind of data analysis,הייטק,לא,,כן,לא,כן,מלאה,הנדסת תעשיה וניהול,Power BI,2021,1,11500
שכירה,אזור ירושלים,BI,הייטק,לא,,כן,לא,כן,מלאה,מדעי הטבע,Other,2021,3,16500
שכירה,מרכז,All kind of data analysis,הייטק (גלובלי),לא,,כן,לא,לא,מלאה,הנדסת תעשיה וניהול,Excel,2021,2.5,9000
שכירה,מרכז,Data sceintist,הייטק (גלובלי),לא,,כן,כן,כן,מלאה,הנדסת תעשיה וניהול,No Tool,2021,8,36500
שכירה,אזור תל אביב,Financial Analyst,הייטק (גלובלי),לא,,כן,לא,לא,מלאה,כלכלה,Excel,2021,1,14000
שכירה,אזור תל אביב,BI,הייטק,לא,,כן,לא,לא,מלאה,כלכלה,Excel,2021,2,9000
שכירה,אזור תל אביב,Product,הייטק,לא,,כן,לא,כן,מלאה,כלכלה,Power BI,2021,5,24000
שכירה,אזור תל אביב,Product,הייטק (גלובלי),לא,,כן,לא,לעיתים נדירות,מלאה,מדעי ההתנהגות או חברה,Tableau,2021,2,19000
שכירה,מרכז,Marketing,הייטק (גלובלי),לא,,כן,לא,לא,מלאה,מדעי ההתנהגות או חברה,Excel,2021,4,14000
שכירה,צפון,BI,תעשייה ישראלית,לא,,כן,לעיתים נדירות,לעיתים נדירות,מלאה,סטטיסטיקה,Power BI,2021,1,9000
שכירה,אזור ירושלים,BI,תעשייה ישראלית,לא,,כן,לא,כן,מלאה,מנהל עסקים,Power BI,2021,3,11500
שכירה,אזור תל אביב,other,תעשייה ישראלית,כן,,כן,כן,לא,מלאה,כלכלה,Excel,2021,1,11500
שכירה,אזור תל אביב,BI,תעשייה ישראלית,כן,,כן,לא,לעיתים נדירות,מלאה,מדעי המחשב,Power BI,2021,5,21500
שכירה,מרכז,Financial Analyst,תעשייה ישראלית,לא,,כן,לא,כן,מלאה,כלכלה,Excel,2021,4,14000
שכירה,מרכז,Product,הייטק (גלובלי),לא,,כן,לא,כן,מלאה,הנדסת תעשיה וניהול,Tableau,2021,4,19000
שכירה,אזור תל אביב,Product,הייטק,לא,,כן,לא,כן,מלאה,הנדסת תעשיה וניהול,Tableau,2021,6,24000
עצמאית,עבודה מהבית,Product,הייטק,לא,,כן,לעיתים נדירות,לעיתים נדירות,,אין תואר,Tableau,2021,13,
שכירה,עבודה מהבית,BI,הייטק (גלובלי),לא,,כן,לעיתים נדירות,כן,מלאה,כלכלה,Power BI,2021,8,21500
שכירה,מרכז,All kind of data analysis,הייטק (גלובלי),לא,,כן,לא,כן,מלאה,סטטיסטיקה,Power BI,2021,1,14000
שכירה,מרכז,BI,תעשייה ישראלית,לא,,כן,לא,כן,מלאה,מערכות מידע,Tableau,2021,1,9000
שכירה,אזור תל אביב,BI,הייטק,לא,,כן,לא,כן,מלאה,כלכלה,Qlik,2021,7,21500
שכירה,אזור תל אביב,Product,הייטק (גלובלי),לא,,כן,לא,כן,מלאה,כלכלה,Tableau,2021,4,31500
שכירה,אזור תל אביב,All kind of data analysis,הייטק,לא,,כן,לא,כן,מלאה,סטטיסטיקה,Looker,2021,1.5,14000
שכירה,אזור תל אביב,Product,הייטק,לא,,כן,לעיתים נדירות,כן,מלאה,מדעי הטבע,Looker,2021,2,19000
שכירה,מרכז,BI,אחר,כן,,כן,לעיתים נדירות,כן,חצי משרה,הנדסת תעשיה וניהול,Qlik,2021,10,0
שכירה,אזור תל אביב,Business analyst,תעשייה ישראלית,לא,,כן,לא,לעיתים נדירות,מלאה,כלכלה,Excel,2021,1.5,14000
שכירה,מרכז,BI,תעשייה ישראלית,כן,,כן,לא,לא,מלאה,כלכלה,Qlik,2021,6,16500
,,,אחר,,,לא,,,,,,2021,,
שכירה,אזור תל אביב,other,הייטק (גלובלי),לא,,כן,לא,לא,מלאה,כלכלה,Tableau,2021,8,31500
שכירה,אזור תל אביב,All kind of data analysis,הייטק,כן,,כן,כן,כן,מלאה,מנהל עסקים,Tableau,2021,9,31500
לא מועסק כרגע,מרכז,All kind of data analysis,הייטק,לא,,כן,לא,כן,,מדעי המחשב,Power BI,2021,3,
