year_of_surv,Column1,job_location,company_type,is_manager,is_python,is_data_analyst,is_ml,is_sql,is_full_time,viz_tool,exp,salary
2021,541,מרכז,אחר,לא,,כן,לא,לא,מלאה,Excel,8,16500
2021,542,מרכז,הייטק (גלובלי),לא,,כן,לא,כן,מלאה,Other,0,0
2021,543,אזור תל אביב,הייטק,לא,,כן,לעיתים נדירות,לא,לא קבוע או לפי שעות,Excel,0,9000
2021,544,אזור תל אביב,תעשייה ישראלית,לא,,כן,לעיתים נדירות,כן,מלאה,Python/R,1.8,11500
2021,545,מרכז,הייטק (גלובלי),לא,,כן,לא,כן,מלאה,None,3,16500
2021,546,אזור תל אביב,אחר,כן,,כן,לא,כן,מלאה,Tableau,4,29000
2021,547,מרכז,תעשייה ישראלית,כן,,כן,כן,לא,מלאה,Tableau,15,19000
2021,548,מרכז,תעשייה ישראלית,לא,,כן,לא,כן,מלאה,Other,5,16500
2021,549,מרכז,תעשייה ישראלית,לא,,כן,לא,כן,מלאה,Power BI,6,19000
2021,550,אזור תל אביב,תעשייה ישראלית,כן,,כן,כן,כן,מלאה,Power BI,21,26500
2021,551,,אחר,,,לא,,,,,,
2021,552,עבודה מהבית,הייטק (גלובלי),כן,,כן,לא,כן,מלאה,Tableau,13,36500
2021,553,אזור תל אביב,הייטק (גלובלי),לא,,כן,לא,כן,מלאה,Tableau,2,19000
2021,554,מרכז,הייטק,כן,,כן,לא,כן,מלאה,Tableau,1,11500
2021,555,אזור תל אביב,תעשייה ישראלית,כן,,כן,כן,כן,מלאה,Excel,14,42000
2021,556,מרכז,אחר,לא,,כן,לא,כן,מלאה,Power BI,1,14000
2021,557,אזור תל אביב,הייטק,לא,,כן,לא,כן,מלאה,Tableau,2,19000
2021,558,אזור תל אביב,הייטק,לא,,כן,כן,לא,מלאה,Other,2,19000
2021,559,מרכז,הייטק,לא,,כן,לא,כן,מלאה,Tableau,4,24000
2021,560,אזור תל אביב,הייטק (גלובלי),לא,,כן,לא,כן,מלאה,Tableau,2,21500
2021,561,מרכז,תעשייה ישראלית,לא,,כן,לא,כן,מלאה,Power BI,1.5,16500
2021,562,אזור תל אביב,תעשייה ישראלית,לא,,כן,לעיתים נדירות,כן,מלאה,Tableau,2,21500
2021,563,אזור תל אביב,צהל,לא,,כן,לא,כן,מלאה,Excel,3,11500
2021,564,מרכז,צהל,לא,,כן,לעיתים נדירות,לעיתים נדירות,מלאה,Power BI,3,0
2021,565,אזור תל אביב,הייטק (גלובלי),לא,,כן,כן,כן,מלאה,Tableau,3,24000
2021,566,מרכז,תעשייה ישראלית,לא,,כן,לא,כן,מלאה,Tableau,2.5,16500
2021,567,מרכז,הייטק,לא,,כן,לעיתים נדירות,כן,מלאה,Tableau,1,14000
2021,568,אזור תל אביב,הייטק,לא,,כן,לא,לא,חצי משרה,None,1,9000
2021,569,מרכז,הייטק (גלובלי),לא,,כן,לא,לא,מלאה,Tableau,8,0
2021,570,אזור תל אביב,הייטק (גלובלי),לא,,כן,לא,כן,מלאה,Tableau,1,14000
2021,571,עבודה מהבית,הייטק,לא,,כן,כן,לעיתים נדירות,מלאה,Power BI,10,36500
2021,572,אזור תל אביב,הייטק,לא,,כן,כן,כן,מלאה,Tableau,10,31500
2021,573,צפון,הייטק (גלובלי),לא,,כן,לעיתים נדירות,כן,מלאה,Power BI,3,16500
2021,574,מרכז,צהל,לא,,כן,לעיתים נדירות,כן,מלאה,Power BI,1.5,4000
2021,575,מרכז,הייטק (גלובלי),לא,,כן,לא,כן,פחות מחצי משרה,Redash,2,19000
2021,576,מרכז,הייטק (גלובלי),לא,,כן,לא,כן,מלאה,Power BI,1,19000
2021,577,מרכז,הייטק,לא,,כן,לא,כן,מלאה,Qlik,3,14000
2021,578,אזור תל אביב,תעשייה ישראלית,לא,,כן,לא,כן,מלאה,Tableau,2,21500
2021,579,אזור תל אביב,תעשייה ישראלית,לא,,כן,לא,כן,מלאה,Tableau,12,19000
2021,580,אזור תל אביב,הייטק,לא,,כן,לעיתים נדירות,כן,לא קבוע או לפי שעות,Tableau,1,14000
2021,581,מרכז,הייטק,לא,,כן,לא,כן,מלאה,Other,6,24000
2021,582,אזור תל אביב,הייטק,כן,,כן,כן,לעיתים נדירות,מלאה,Power BI,2,11500
2021,583,אזור ירושלים,ממשלתיח,לא,,כן,לא,לא,מלאה,None,3,9000
2021,584,אזור תל אביב,אחר,כן,,כן,לעיתים נדירות,כן,מלאה,Excel,3,16500
2021,585,אזור תל אביב,הייטק,לא,,כן,לא,לעיתים נדירות,,Power BI,2,
2021,586,עבודה מהבית,הייטק,כן,,כן,כן,כן,,Excel,12,
2021,587,אזור תל אביב,הייטק,לא,,כן,לא,כן,מלאה,Tableau,2,16500
2021,588,אזור ירושלים,תעשייה ישראלית,לא,,כן,לא,כן,מלאה,Power BI,2,16500
2021,589,אזור תל אביב,אחר,כן,,כן,כן,כן,מלאה,Tableau,5,26500
2021,590,אזור תל אביב,הייטק (גלובלי),כן,,כן,לא,כן,,Tableau,6,
2021,591,אזור תל אביב,תעשייה ישראלית,לא,,כן,לא,כן,מלאה,Other,2,14000
2021,592,צפון,תעשייה ישראלית,כן,,כן,לא,כן,מלאה,Excel,7,19000
2021,593,אזור תל אביב,הייטק (גלובלי),לא,,כן,לא,לא,מלאה,Excel,2,7000
2021,594,מרכז,תעשייה ישראלית,לא,,כן,לא,לא,מלאה,Excel,1,9000
2021,595,מרכז,תעשייה ישראלית,לא,,כן,לא,כן,מלאה,Power BI,2,14000
2021,596,מרכז,תעשייה ישראלית,לא,,כן,כן,כן,מלאה,Power BI,8,16500
2021,597,מרכז,הייטק (גלובלי),לא,,כן,לא,כן,חצי משרה,Tableau,1,16500
2021,598,מרכז,הייטק,לא,,כן,לא,כן,מלאה,Power BI,3,14000
2021,599,אזור תל אביב,הייטק,כן,,כן,לעיתים נדירות,כן,מלאה,Tableau,3,26500
2021,600,אזור תל אביב,הייטק (גלובלי),לא,,כן,לא,לא,,Excel,3,
2021,601,מרכז,הייטק,לא,,כן,לא,כן,חצי משרה,Redash,0.8,0
2021,602,אזור תל אביב,הייטק (גלובלי),לא,,כן,לעיתים נדירות,כן,מלאה,Tableau,2.5,21500
2021,603,אזור תל אביב,תעשייה ישראלית,לא,,כן,כן,כן,מלאה,Excel,1,14000
2021,604,אזור תל אביב,הייטק,לא,,כן,כן,כן,מלאה,Looker/Google Data studio,4,0
2021,605,מרכז,הייטק (גלובלי),לא,,כן,לא,כן,מלאה,Other,2,19000
2021,606,אזור תל אביב,הייטק (גלובלי),לא,,כן,כן,כן,מלאה,Tableau,9,31500
2021,607,אזור תל אביב,הייטק,לא,,כן,לא,כן,מלאה,Tableau,3,31500
2021,608,עבודה מהבית,תעשייה ישראלית,לא,,כן,כן,לעיתים נדירות,,Power BI,8,
2021,609,אזור תל אביב,הייטק (גלובלי),לא,,כן,כן,כן,מלאה,Tableau,1,19000
2021,610,אזור תל אביב,הייטק (גלובלי),לא,,כן,לא,כן,מלאה,Power BI,3,14000
2021,611,אזור תל אביב,הייטק (גלובלי),לא,,כן,לא,כן,מלאה,Tableau,4,24000
2021,612,אזור תל אביב,תעשייה ישראלית,לא,,כן,כן,כן,מלאה,Qlik,4,21500
2021,613,אזור תל אביב,הייטק,לא,,כן,לא,כן,חצי משרה,Excel,4,21500
2021,614,אזור תל אביב,תעשייה ישראלית,לא,,כן,כן,כן,מלאה,None,3,21500
2021,615,אזור תל אביב,תעשייה ישראלית,לא,,כן,לא,כן,מלאה,Power BI,0.8,11500
2021,616,אזור תל אביב,הייטק,כן,,כן,לא,כן,מלאה,Power BI,10,29000
2021,617,עבודה מהבית,אחר,לא,,כן,לא,כן,,Power BI,0,
2021,618,מרכז,הייטק (גלובלי),לא,,כן,לא,כן,מלאה,Tableau,4,21500
2021,619,עבודה מהבית,תעשייה ישראלית,לא,,כן,לא,כן,מלאה,Excel,15,19000
2021,620,מרכז,צהל,לא,,כן,לא,כן,מלאה,Power BI,2,11500
2021,621,עבודה מהבית,הייטק,לא,,כן,לא,לא,מלאה,Power BI,1,9000
2021,622,מרכז,תעשייה ישראלית,לא,,כן,לא,כן,מלאה,Tableau,12,19000
2021,623,אזור תל אביב,הייטק (גלובלי),כן,,כן,לעיתים נדירות,כן,מלאה,Tableau,10,26500
2021,624,,אחר,,,לא,,,,,,
2021,625,אזור ירושלים,צהל,כן,,כן,לעיתים נדירות,כן,מלאה,Excel,2,4000
2021,626,מרכז,הייטק,לא,,כן,לא,כן,מלאה,Power BI,3,16500
2021,627,מרכז,תעשייה ישראלית,לא,,כן,לא,לעיתים נדירות,מלאה,Tableau,2,11500
2021,628,מרכז,הייטק,לא,,כן,לא,כן,מלאה,Power BI,4,19000
2021,629,מרכז,הייטק,כן,,כן,כן,כן,מלאה,Excel,3,16500
2021,630,מרכז,הייטק,כן,,כן,כן,כן,מלאה,Tableau,8,34000
2021,631,אזור תל אביב,תעשייה ישראלית,לא,,כן,לא,כן,מלאה,Tableau,1,14000
2021,632,אזור תל אביב,הייטק,לא,,כן,לא,כן,מלאה,Tableau,1.3,11500
2021,633,אזור באר שבע,צהל,לא,,כן,לא,כן,חצי משרה,Other,3,14000
2021,634,מרכז,הייטק,לא,,כן,לא,כן,מלאה,Power BI,5,0
2021,635,אזור תל אביב,הייטק,כן,,כן,לא,כן,מלאה,Tableau,4,26500
2021,636,אזור תל אביב,צהל,כן,,כן,לא,כן,מלאה,Excel,5,19000
2021,637,אזור תל אביב,הייטק,לא,,כן,לעיתים נדירות,כן,מלאה,Tableau,8,24000
2021,638,מרכז,תעשייה ישראלית,לא,,כן,לא,כן,מלאה,Power BI,4,14000
2021,639,אזור תל אביב,הייטק,כן,,כן,לעיתים נדירות,כן,מלאה,Tableau,5,29000
2021,640,אזור תל אביב,תעשייה ישראלית,כן,,כן,לא,כן,מלאה,Excel,5,24000
2021,641,אזור תל אביב,תעשייה ישראלית,לא,,כן,לא,כן,מלאה,Tableau,4,16500
2021,642,אזור תל אביב,הייטק,לא,,כן,לעיתים נדירות,כן,מלאה,Looker/Google Data studio,6,26500
2021,643,אזור תל אביב,תעשייה ישראלית,לא,,כן,לא,כן,מלאה,Qlik,3,21500
2021,644,אזור תל אביב,הייטק (גלובלי),כן,,כן,לעיתים נדירות,כן,מלאה,Tableau,5,31500
2021,645,מרכז,הייטק,כן,,כן,כן,כן,מלאה,Tableau,20,42000
2021,646,מרכז,תעשייה ישראלית,כן,,כן,כן,כן,מלאה,Looker/Google Data studio,14,14000
2021,647,מרכז,הייטק,לא,,כן,לא,כן,מלאה,Looker/Google Data studio,8,24000
2021,648,אזור תל אביב,הייטק,כן,,כן,כן,כן,מלאה,Other,8,36500
2021,649,אזור תל אביב,הייטק,לא,,כן,לעיתים נדירות,כן,מלאה,Tableau,6,21500
2021,650,אזור תל אביב,תעשייה ישראלית,לא,,כן,לא,כן,מלאה,Power BI,2,16500
2021,651,מרכז,תעשייה ישראלית,לא,,כן,לא,לא,מלאה,Tableau,1,11500
2021,652,מרכז,הייטק,לא,,כן,כן,כן,מלאה,Tableau,3,26500
2021,653,מרכז,תעשייה ישראלית,לא,,כן,לא,כן,מלאה,Power BI,8,21500
2021,654,דרום,תעשייה ישראלית,לא,,כן,לא,כן,מלאה,Power BI,1,9000
2021,655,מרכז,תעשייה ישראלית,לא,,כן,לא,כן,מלאה,Excel,3,14000
2021,656,אזור תל אביב,הייטק,לא,,כן,כן,לא,מלאה,Tableau,1,11500
2021,657,אזור חיפה,הייטק (גלובלי),כן,,כן,לעיתים נדירות,כן,מלאה,Power BI,15,42000
2021,658,עבודה מהבית,הייטק,לא,,כן,כן,כן,,Python/R,6,
2021,659,אזור תל אביב,הייטק,לא,,כן,לא,כן,מלאה,Tableau,6,26500
2021,660,אזור תל אביב,הייטק (גלובלי),לא,,כן,לא,כן,מלאה,Tableau,2,14000
2021,661,אזור תל אביב,הייטק (גלובלי),לא,,כן,לא,כן,מלאה,Tableau,1,16500
2021,662,אזור תל אביב,תעשייה ישראלית,לא,,כן,לא,כן,מלאה,Looker/Google Data studio,2,16500
2021,663,אזור תל אביב,הייטק (גלובלי),לא,,כן,לא,כן,מלאה,Looker/Google Data studio,10,0
2021,664,מרכז,הייטק (גלובלי),לא,,כן,לעיתים נדירות,לעיתים נדירות,מלאה,Tableau,4,19000
2021,665,אזור תל אביב,הייטק,לא,,כן,לא,כן,מלאה,Tableau,1,16500
2021,666,מרכז,תעשייה ישראלית,לא,,כן,לא,לא,,Tableau,6,
2021,667,אזור תל אביב,ממשלתיח,כן,,כן,לא,כן,מלאה,Excel,18,24000
2021,668,אזור תל אביב,הייטק,לא,,כן,לא,כן,מלאה,Redash,2,21500
2021,669,מרכז,אחר,לא,,כן,לא,כן,,Excel,4,
2021,670,מרכז,הייטק,כן,,כן,לא,כן,מלאה,Excel,4,21500
2021,671,אזור תל אביב,הייטק,כן,,כן,לא,כן,מלאה,Redash,7,29000
2021,672,מרכז,הייטק,כן,,כן,כן,כן,מלאה,Tableau,5,42000
2021,673,אזור תל אביב,הייטק,לא,,כן,לעיתים נדירות,כן,מלאה,Tableau,3,21500
2021,674,אזור תל אביב,הייטק,לא,,כן,לא,כן,מלאה,Power BI,5,26500
2021,675,אזור תל אביב,הייטק,לא,,כן,לא,כן,מלאה,Tableau,2,11500
2021,676,מרכז,תעשייה ישראלית,לא,,כן,לא,לעיתים נדירות,מלאה,Other,2,11500
2021,677,אזור תל אביב,הייטק (גלובלי),לא,,כן,לא,כן,מלאה,Excel,1,19000
2021,678,אזור תל אביב,הייטק,לא,,כן,כן,כן,מלאה,Redash,1.5,9000
2021,679,מרכז,הייטק,לא,,כן,לעיתים נדירות,כן,מלאה,Excel,0.5,11500
2021,680,מרכז,תעשייה ישראלית,לא,,כן,לא,לא,מלאה,Power BI,4,11500
2021,681,מרכז,תעשייה ישראלית,לא,,כן,כן,לעיתים נדירות,מלאה,Excel,7,16500
2021,682,אזור תל אביב,תעשייה ישראלית,לא,,כן,לא,כן,מלאה,Tableau,2.5,14000
2021,683,מרכז,הייטק,לא,,כן,לעיתים נדירות,לא,חצי משרה,Excel,0,9000
2021,684,אזור תל אביב,תעשייה ישראלית,לא,,כן,כן,כן,מלאה,Excel,6,19000
2021,685,אזור תל אביב,הייטק (גלובלי),לא,,כן,כן,כן,חצי משרה,Tableau,0.5,14000
2021,686,מרכז,הייטק (גלובלי),לא,,כן,כן,כן,מלאה,None,5,21500
2021,687,מרכז,הייטק,לא,,כן,לעיתים נדירות,כן,מלאה,Tableau,6,21500
2021,688,אזור תל אביב,אחר,כן,,כן,כן,לא,מלאה,Excel,4,29000
2021,689,אזור תל אביב,הייטק,לא,,כן,לא,כן,,Tableau,3,
2021,690,מרכז,הייטק,לא,,כן,לעיתים נדירות,כן,מלאה,Qlik,2,21500
2021,691,אזור תל אביב,תעשייה ישראלית,לא,,כן,לא,לא,מלאה,Excel,2,11500
2021,692,מרכז,הייטק,לא,,כן,לא,כן,,Qlik,1,
2021,693,אזור תל אביב,אחר,לא,,כן,לא,כן,מלאה,Tableau,0,11500
2021,694,אזור תל אביב,הייטק,לא,,כן,לעיתים נדירות,כן,מלאה,Tableau,4,24000
2021,695,אזור תל אביב,הייטק,לא,,כן,לא,כן,מלאה,Tableau,2,16500
2021,696,אזור תל אביב,הייטק,לא,,כן,לא,כן,מלאה,Looker/Google Data studio,2,19000
2021,697,מרכז,הייטק (גלובלי),לא,,כן,לא,כן,מלאה,None,2,21500
2021,698,אזור תל אביב,צהל,לא,,כן,לעיתים נדירות,כן,מלאה,Tableau,1,4000
2021,699,מרכז,תעשייה ישראלית,לא,,כן,לא,כן,מלאה,Qlik,1,14000
2021,700,אזור תל אביב,הייטק,לא,,כן,לעיתים נדירות,כן,מלאה,Tableau,5,31500
2021,701,מרכז,צהל,לא,,כן,כן,כן,מלאה,Power BI,3,21500
2021,702,מרכז,הייטק,לא,,כן,לעיתים נדירות,כן,מלאה,Tableau,3,24000
2021,703,מרכז,אחר,כן,,כן,לא,כן,,Power BI,1,
2021,704,אזור תל אביב,הייטק (גלובלי),לא,,כן,כן,כן,מלאה,Tableau,3,26500
2021,705,אזור תל אביב,תעשייה ישראלית,לא,,כן,לא,כן,מלאה,Other,3,16500
2021,706,אזור חיפה,הייטק,לא,,כן,לא,לעיתים נדירות,מלאה,Excel,5,19000
2021,707,מרכז,הייטק,כן,,כן,לעיתים נדירות,כן,מלאה,Looker/Google Data studio,20,26500
2021,708,צפון,הייטק (גלובלי),כן,,כן,לא,לא,מלאה,Power BI,4,21500
2021,709,עבודה מהבית,הייטק (גלובלי),לא,,כן,לא,כן,מלאה,Excel,6,31500
2021,710,אזור תל אביב,הייטק,כן,,כן,לעיתים נדירות,כן,מלאה,Looker/Google Data studio,5,29000
2021,711,אזור תל אביב,הייטק (גלובלי),כן,,כן,לא,כן,מלאה,Tableau,7,26500
2021,712,אזור תל אביב,הייטק (גלובלי),לא,,כן,כן,כן,מלאה,Looker/Google Data studio,3,24000
2021,713,מרכז,הייטק,לא,,כן,לעיתים נדירות,לא,מלאה,Power BI,1,19000
2021,714,צפון,תעשייה ישראלית,לא,,כן,לעיתים נדירות,כן,מלאה,Power BI,4,14000
2021,715,,אחר,,,לא,,,,,,
2021,716,מרכז,הייטק,לא,,כן,לא,כן,מלאה,Tableau,3,24000
2021,717,אזור תל אביב,תעשייה ישראלית,לא,,כן,לעיתים נדירות,כן,מלאה,Tableau,3,14000
2021,718,מרכז,תעשייה ישראלית,לא,,כן,לעיתים נדירות,כן,מלאה,Tableau,1,11500
2021,719,אזור תל אביב,הייטק (גלובלי),כן,,כן,כן,כן,מלאה,Looker/Google Data studio,4,24000
2021,720,עבודה מהבית,תעשייה ישראלית,לא,,כן,לא,לא,מלאה,Power BI,4,11500
2021,721,אזור תל אביב,תעשייה ישראלית,כן,,כן,כן,כן,מלאה,Tableau,6,26500
2021,722,אזור תל אביב,תעשייה ישראלית,כן,,כן,לא,לא,מלאה,Power BI,3,16500
2021,723,אזור תל אביב,תעשייה ישראלית,לא,,כן,לא,כן,מלאה,Qlik,5,16500
2021,724,מרכז,הייטק (גלובלי),לא,,כן,לא,כן,מלאה,Tableau,3,19000
2021,725,מרכז,הייטק,לא,,כן,כן,כן,מלאה,Excel,3,16500
2021,726,אזור תל אביב,הייטק,לא,,כן,כן,לא,מלאה,None,0,16500
2021,727,צפון,צהל,לא,,כן,לא,כן,,Excel,1,
2021,728,אזור תל אביב,תעשייה ישראלית,לא,,כן,כן,לא,מלאה,Excel,5,14000
2021,729,מרכז,הייטק (גלובלי),לא,,כן,לא,כן,מלאה,Power BI,3,16500
2021,730,מרכז,הייטק (גלובלי),כן,,כן,לא,כן,מלאה,Tableau,8,31500
2021,731,מרכז,תעשייה ישראלית,לא,,כן,כן,כן,מלאה,Tableau,11,16500
2021,732,אזור תל אביב,הייטק (גלובלי),לא,,כן,לא,כן,מלאה,Tableau,2,19000
2021,733,אזור תל אביב,הייטק (גלובלי),לא,,כן,כן,כן,מלאה,Tableau,2,21500
2021,734,מרכז,הייטק (גלובלי),לא,,כן,לא,לא,מלאה,None,0,9000
2021,735,מרכז,תעשייה ישראלית,לא,,כן,לא,כן,מלאה,Power BI,0,9000
2021,736,מרכז,תעשייה ישראלית,לא,,כן,לא,לא,מלאה,Excel,2,9000
2021,737,אזור תל אביב,הייטק,כן,,כן,לא,כן,מלאה,Other,7,0
2021,738,אזור תל אביב,אחר,לא,,כן,כן,לעיתים נדירות,,Tableau,7,
2021,739,מרכז,הייטק (גלובלי),לא,,כן,כן,כן,מלאה,Power BI,1,14000
2021,740,אזור ירושלים,הייטק,כן,,כן,לא,כן,מלאה,Tableau,4,19000
2021,741,מרכז,הייטק (גלובלי),לא,,כן,כן,כן,מלאה,Tableau,5,16500
2021,742,מרכז,תעשייה ישראלית,לא,,כן,לא,לא,מלאה,Power BI,4,11500
2021,743,אזור תל אביב,הייטק,לא,,כן,כן,כן,מלאה,None,0.5,16500
2021,744,מרכז,הייטק (גלובלי),לא,,כן,לעיתים נדירות,כן,מלאה,Tableau,6,21500
2021,745,מרכז,הייטק,לא,,כן,לא,כן,מלאה,Excel,2.5,19000
2021,746,אזור ירושלים,תעשייה ישראלית,לא,,כן,לא,לא,חצי משרה,None,2,4000
2021,747,אזור תל אביב,הייטק,לא,,כן,לא,כן,מלאה,Tableau,6,19000
2021,748,אזור תל אביב,צהל,לא,,כן,לא,לעיתים נדירות,מלאה,Tableau,1,4000
2021,749,צפון,תעשייה ישראלית,לא,,כן,לא,כן,מלאה,Excel,1,19000
2021,750,אזור תל אביב,הייטק,לא,,כן,לא,כן,מלאה,Excel,2,14000
2021,751,עבודה מהבית,תעשייה ישראלית,לא,,כן,לא,כן,מלאה,Power BI,1,11500
2021,752,מרכז,הייטק (גלובלי),לא,,כן,לא,כן,מלאה,Power BI,2,16500
2021,753,אזור תל אביב,תעשייה ישראלית,לא,,כן,לא,כן,מלאה,Excel,1,9000
2021,754,אזור תל אביב,הייטק,לא,,כן,לעיתים נדירות,כן,מלאה,Qlik,2,16500
2021,755,מרכז,תעשייה ישראלית,לא,,כן,לעיתים נדירות,לעיתים נדירות,מלאה,Power BI,4,11500
2021,756,אזור תל אביב,הייטק,לא,,כן,לא,לא,מלאה,Power BI,3,11500
2021,757,אזור ירושלים,הייטק (גלובלי),כן,,כן,לא,כן,מלאה,Power BI,8,26500
2021,758,מרכז,תעשייה ישראלית,לא,,כן,לא,כן,מלאה,Power BI,12,19000
2021,759,אזור תל אביב,תעשייה ישראלית,לא,,כן,לעיתים נדירות,כן,מלאה,Excel,1,16500
2021,760,עבודה מהבית,הייטק (גלובלי),לא,,כן,לא,כן,,Excel,10,
2021,761,מרכז,הייטק,כן,,כן,כן,כן,מלאה,Other,11,31500
2021,762,מרכז,הייטק,לא,,כן,לא,כן,מלאה,None,10,16500
2021,763,מרכז,הייטק,לא,,כן,לא,כן,מלאה,Excel,6,24000
2021,764,אזור תל אביב,תעשייה ישראלית,כן,,כן,לא,כן,מלאה,Excel,9,21500
2021,765,עבודה מהבית,אחר,לא,,כן,לא,לעיתים נדירות,,Python/R,1.5,
2021,766,מרכז,הייטק,לא,,כן,לא,כן,,Tableau,3.5,
2021,767,מרכז,הייטק,לא,,כן,כן,לא,מלאה,Excel,1,9000
2021,768,מרכז,תעשייה ישראלית,לא,,כן,לא,כן,מלאה,Tableau,1,11500
2021,769,עבודה מהבית,הייטק,לא,,כן,כן,כן,מלאה,Tableau,2,21500
2021,770,עבודה מהבית,אחר,לא,,כן,לא,כן,,Power BI,0,
2021,771,אזור חיפה,הייטק (גלובלי),לא,,כן,כן,כן,מלאה,Python/R,5,29000
2021,772,אזור תל אביב,הייטק (גלובלי),לא,,כן,לא,כן,מלאה,Tableau,1,16500
2021,773,אזור תל אביב,הייטק (גלובלי),לא,,כן,לא,כן,מלאה,Tableau,2,16500
2021,774,מרכז,הייטק (גלובלי),כן,,כן,לעיתים נדירות,כן,מלאה,Power BI,15,29000
2021,775,מרכז,הייטק (גלובלי),לא,,כן,לעיתים נדירות,כן,מלאה,Excel,3,19000
2021,776,אזור תל אביב,תעשייה ישראלית,לא,,כן,לא,לא,מלאה,Power BI,6,11500
2021,777,אזור ירושלים,תעשייה ישראלית,לא,,כן,לא,לא,מלאה,Python/R,2,9000
2021,778,אזור תל אביב,הייטק,כן,,כן,לעיתים נדירות,כן,מלאה,Tableau,8,34000
2021,779,אזור חיפה,תעשייה ישראלית,לא,,כן,לעיתים נדירות,לא,מלאה,Excel,4,9000
2021,780,אזור תל אביב,הייטק (גלובלי),לא,,כן,כן,כן,מלאה,Tableau,6,24000
2021,781,מרכז,הייטק (גלובלי),לא,,כן,לא,לעיתים נדירות,מלאה,Power BI,6,19000
2021,782,אזור תל אביב,הייטק (גלובלי),כן,,כן,לא,כן,מלאה,Tableau,5,29000
2021,783,,אחר,,,לא,,,,,,
2021,784,אזור תל אביב,הייטק (גלובלי),לא,,כן,כן,כן,פחות מחצי משרה,Redash,1,14000
2021,785,אזור תל אביב,הייטק,לא,,כן,כן,לא,מלאה,Power BI,1,9000
2021,786,מרכז,הייטק,לא,,כן,לא,כן,מלאה,Excel,2,21500
2021,787,אזור ירושלים,תעשייה ישראלית,לא,,כן,לא,כן,מלאה,Power BI,2,7000
2021,788,אזור תל אביב,הייטק,לא,,כן,לא,כן,מלאה,Power BI,1,11500
2021,789,אזור ירושלים,הייטק,לא,,כן,לא,כן,מלאה,Other,3,16500
2021,790,מרכז,הייטק (גלובלי),לא,,כן,לא,לא,מלאה,Excel,2.5,9000
2021,791,מרכז,הייטק (גלובלי),לא,,כן,כן,כן,מלאה,None,8,36500
2021,792,אזור תל אביב,הייטק (גלובלי),לא,,כן,לא,לא,מלאה,Excel,1,14000
2021,793,אזור תל אביב,הייטק,לא,,כן,לא,לא,מלאה,Excel,2,9000
2021,794,אזור תל אביב,הייטק,לא,,כן,לא,כן,מלאה,Power BI,5,24000
2021,795,אזור תל אביב,הייטק (גלובלי),לא,,כן,לא,לעיתים נדירות,מלאה,Tableau,2,19000
2021,796,מרכז,הייטק (גלובלי),לא,,כן,לא,לא,מלאה,Excel,4,14000
2021,797,צפון,תעשייה ישראלית,לא,,כן,לעיתים נדירות,לעיתים נדירות,מלאה,Power BI,1,9000
2021,798,אזור ירושלים,תעשייה ישראלית,לא,,כן,לא,כן,מלאה,Power BI,3,11500
2021,799,אזור תל אביב,תעשייה ישראלית,כן,,כן,כן,לא,מלאה,Excel,1,11500
2021,800,אזור תל אביב,תעשייה ישראלית,כן,,כן,לא,לעיתים נדירות,מלאה,Power BI,5,21500
2021,801,מרכז,תעשייה ישראלית,לא,,כן,לא,כן,מלאה,Excel,4,14000
2021,802,מרכז,הייטק (גלובלי),לא,,כן,לא,כן,מלאה,Tableau,4,19000
2021,803,אזור תל אביב,הייטק,לא,,כן,לא,כן,מלאה,Tableau,6,24000
2021,804,עבודה מהבית,הייטק,לא,,כן,לעיתים נדירות,לעיתים נדירות,,Tableau,13,
2021,805,עבודה מהבית,הייטק (גלובלי),לא,,כן,לעיתים נדירות,כן,מלאה,Power BI,8,21500
2021,806,מרכז,הייטק (גלובלי),לא,,כן,לא,כן,מלאה,Power BI,1,14000
2021,807,מרכז,תעשייה ישראלית,לא,,כן,לא,כן,מלאה,Tableau,1,9000
2021,808,אזור תל אביב,הייטק,לא,,כן,לא,כן,מלאה,Qlik,7,21500
2021,809,אזור תל אביב,הייטק (גלובלי),לא,,כן,לא,כן,מלאה,Tableau,4,31500
2021,810,אזור תל אביב,הייטק,לא,,כן,לא,כן,מלאה,Looker/Google Data studio,1.5,14000
2021,811,אזור תל אביב,הייטק,לא,,כן,לעיתים נדירות,כן,מלאה,Looker/Google Data studio,2,19000
2021,812,מרכז,אחר,כן,,כן,לעיתים נדירות,כן,חצי משרה,Qlik,10,0
2021,813,אזור תל אביב,תעשייה ישראלית,לא,,כן,לא,לעיתים נדירות,מלאה,Excel,1.5,14000
2021,814,מרכז,תעשייה ישראלית,כן,,כן,לא,לא,מלאה,Qlik,6,16500
2021,815,,אחר,,,לא,,,,,,
2021,816,אזור תל אביב,הייטק (גלובלי),לא,,כן,לא,לא,מלאה,Tableau,8,31500
2021,817,אזור תל אביב,הייטק,כן,,כן,כן,כן,מלאה,Tableau,9,31500
2021,818,מרכז,הייטק,לא,,כן,לא,כן,,Power BI,3,
2021,819,מרכז,הייטק,לא,,כן,כן,כן,מלאה,Excel,1,16500
2021,820,אזור תל אביב,תעשייה ישראלית,לא,,כן,לא,כן,מלאה,Power BI,5,19000
2021,821,אזור תל אביב,הייטק (גלובלי),לא,,כן,לא,כן,מלאה,Tableau,5,21500
